,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,Model
42,0.9166666666666666,0.9137546799786058,0.9070631970260223,0.9683544303797469,0.45192307692307687,0.2912585857440897,0.1623548052096101,NBSens
43,0.9,0.8961490461757889,0.8863636363636364,0.9683544303797469,0.4198717948717948,0.3919853398973854,0.2571641392038604,NB
44,1.0,1.0,1.0,1.0,0.5213675213675214,0.2763609413892131,0.18233077697419753,Dataset
45,0.49666666666666665,0.49866613311991465,0.5382262996941896,0.39869281045751637,0.9544215559229635,0.8300596379151536,0.6976159771120869,FairBN
46,0.88,0.8814192343604108,0.8860759493670886,0.8104575163398693,0.47312212341927695,0.471423945279991,0.25993908826248047,LabelBN
47,0.92,0.920234760570895,0.9194630872483222,0.9084967320261438,0.5447070914696814,0.3380817934002167,0.16344359238362505,NBSens
48,0.9,0.900093370681606,0.8986486486486487,0.8954248366013072,0.5303186022610482,0.4314915304279965,0.23880456118530968,NB
49,1.0,1.0,1.0,1.0,0.5293355377809554,0.3239716432293386,0.18781828602349304,Dataset
50,0.5366666666666666,0.5291716847317007,0.5994236311239193,0.40425531914893614,0.9079306793247055,0.6988753898377458,0.5802173692410275,FairBN
51,0.86,0.8594941790445605,0.8679245283018869,0.851063829787234,0.5081724956338722,0.43705660469972696,0.24180150423491098,LabelBN
52,0.89,0.8898032918506624,0.8958990536277602,0.8865248226950354,0.5546101831534638,0.3506615640310575,0.12119967507873519,NBSens
53,0.8833333333333333,0.8835139836745618,0.8888888888888888,0.8865248226950354,0.5400116430074784,0.3913621736840738,0.15586570132790833,NB
54,1.0,1.0,1.0,1.0,0.6693833684116252,0.28842933469887044,0.18347215714517295,Dataset
55,0.48333333333333334,0.469023569023569,0.5658263305322128,0.32592592592592595,0.8666606441122002,0.8807342158381761,0.6388669300596833,FairBN
56,0.88,0.8727272727272728,0.8965517241379309,0.8,0.4727404128461087,0.47748966578199603,0.23918896544711687,LabelBN
57,0.9166666666666666,0.9188552188552188,0.9221183800623053,0.9407407407407408,0.537648493608564,0.3209764898651717,0.15630136567342023,NBSens
58,0.9,0.9030303030303031,0.9056603773584905,0.9333333333333333,0.5147477302497854,0.40573427250641514,0.2129541724154832,NB
59,1.0,1.0,1.0,1.0,0.6334522787840463,0.25392196121087673,0.17519662759629995,Dataset
60,0.5133333333333333,0.5087875417130144,0.5780346820809249,0.3724137931034483,0.8925214912476059,0.684935366939828,0.633427001920653,FairBN
61,0.8566666666666667,0.8543937708565073,0.8693009118541034,0.7862068965517242,0.4395795287515032,0.3400603691435842,0.20035102454875908,LabelBN
